CourseNumber,CourseTitle,CourseDescription,CourseDepartment
AMST 61,First-Year Seminar: Navigating the World through American Eyes,"Designed to help prepare students for future study abroad opportunities and travel, service, and work in a global environment, the seminar focuses on critical differences, including transportation and other forms of infrastructure, that impact navigating places, people, and information. Individual competitive global travel proposals will be developed and presented.",AMERICAN STUDIES
AMST 62,"First-Year Seminar: Mobility, Roads, NASCAR, and Southern Culture","This seminar looks at the culture, history, memories, and meanings of mobility for a diverse range of people in southern cultures. In particular, students will read and discuss books and articles by scholars on roads, cars, access, and diverse southern cultures.",AMERICAN STUDIES
AMST 70,First-Year Seminar: Language in the USA,"The linguistic landscape of the United States in historical and contemporary perspective: American English dialects, language maintenance and shift among Native American and immigrant groups, language politics and policy.",AMERICAN STUDIES
AMST 89,First Year Seminar:  Special Topics,Special topics course.  Content will vary each semester. Honors version available.,AMERICAN STUDIES
AMST 101,"This Place Called ""America""","Interdisciplinary examination of two centuries of American culture, focusing on moments of change and transformation.",AMERICAN STUDIES
AMST 102,Myth and History in American Memory,"Examines the role of memory in constructing historical meaning and in imagining the boundaries of American cultural communities. Explores popular rituals, artifacts, monuments, and public performances. Previously offered as AMST 384.",AMERICAN STUDIES
AMST 110,Introduction to the Cultures and Histories of Native North America,"An interdisciplinary introduction to Native American history and studies. The course uses history, literature, art, and cultural studies to study the Native American experience.",AMERICAN STUDIES
AMST 175,Introduction to Food Studies: From Science to Society,"Introduction to food studies covering a variety of topics including how food was consumed over history, land use and aquaculture, food in the arts, food and culture in the American South, food politics, and nutrition science.",AMERICAN STUDIES
AMST 201,Literary Approaches to American Studies,A study of interdisciplinary methods and the concept of American Studies with an emphasis on the historical context for literary texts.,AMERICAN STUDIES
AMST 202,Historical Approaches to American Studies,A study of interdisciplinary methods and the concept of American studies with an emphasis on historical and cultural analysis.,AMERICAN STUDIES
AMST 203,Approaches to American Indian Studies,Introduces students to the disciplines comprising American Indian studies and teaches them how to integrate disciplines for a more complete understanding of the experiences of American Indian peoples.,AMERICAN STUDIES
AMST 210,"This Place Called ""The South""","An examination of both the mythical and real American South and its diverse peoples through the study of the region's archaeological, geographical, and environmental history integrated with the study of the region's sociology and its economic, political, intellectual, and religious history.",AMERICAN STUDIES
AMST 211,Approaches to Southern Studies: The Literary and Cultural Worlds of the American South,"An examination of Southern cultural identity, literary imagination, and sense of place with an emphasis on the fiction, folklore, foodways, art, architecture, music, and material culture of the American South.",AMERICAN STUDIES
AMST 220,On the Question of the Animal: Contemporary Animal Studies,"This course is an introduction to ""animal studies,"" through animal rights, animal welfare, food studies, and the human/animal distinction in philosophical inquiry. We will read work from dog and horse trainers, and explore the history of the American racetrack. This course builds a moral and ethical reasoning skill set.",AMERICAN STUDIES
AMST 225,Comedy and Ethics,"This course explores the historical, sociocultural, and legal significance of 20th- and 21st-century comedy in the United States. We will consider comedy as public voice; examine how humor constructs and disrupts American identities; and discuss the ethics of the creative process, performance, and reception. Honors version available.",AMERICAN STUDIES
AMST 225L,The Practice of Stand Up Comedy," Students will learn and practice the art of stand up comedy via structured assignments, group workshops, live performances and conversations that build on topics introduced in AMST 225. Class size is limited to 15 students. Instructor permission required.",AMERICAN STUDIES
AMST 231,Native American History: The East,Covers the histories of American Indians east of the Mississippi River and before 1840. The approach is ethnohistorical.,AMERICAN STUDIES
AMST 233,Native American History: The West,Deals with the histories of Native Americans living west of the Mississippi River. It begins in the pre-Columbian past and extends to the end of the 19th century.,AMERICAN STUDIES
AMST 234,Native American Tribal Studies,This course introduces students to a tribally specific body of knowledge. The tribal focus of the course and the instructor change from term to term. Honors version available.,AMERICAN STUDIES
AMST 235,Native America in the 20th Century,"This course deals with the political, economic, social, and cultural issues important to 20th-century Native Americans as they attempt to preserve tribalism in the modern world.",AMERICAN STUDIES
AMST 246,"Indigenous Storytelling: Oral, Written, and Visual Literatures of Native America","Offers a historically, politically, and culturally contextualized examination of Native America through oral, written, and visual storytelling. Covering a wide range of genres, including oral narratives, novels, and visual arts, this introductory course showcases the fluidity of Indigenous artistic forms and their continuing centrality in Native America.",AMERICAN STUDIES
AMST 248,"Intersectionality: Race, Gender, Sexuality, and Social Justice","The first goal of this super course is to give students real tools for how to address multiple modes of difference and identity formations like race, gender, class, and sexuality.",AMERICAN STUDIES
AMST 252,Muslim American Literatures and Cultures,This course examines the diversity of Muslims in America and the variety of creative expression created throughout this long history of transcultural involvement.,AMERICAN STUDIES
AMST 253,A Social History of Jewish Women in America,Course examines the history and culture of Jewish women in America from their arrival in New Amsterdam in 1654 to the present and explores how gender shaped this journey.,AMERICAN STUDIES
AMST 255,Mid-20th-Century American Thought and Culture,"This course examines topics in the intellectual and cultural history of the United States in the mid-20th century, including issues of race thinking, mass culture, and gender ideologies.",AMERICAN STUDIES
